num__items,c__quicksort,cpp__quicksort,rust__sort,rust__unstable_sort
258000,0.025996,0.016016,0.0126761,0.0001454
258000,0.026192,0.016208,0.012578,0.0001457
259000,0.029475,0.017087,0.012339,0.0001458
259000,0.026541,0.016190,0.0122793,0.0001493
259000,0.026231,0.016342,0.0123238,0.0001612
259000,0.026144,0.016807,0.0121667,0.0001466
259000,0.025973,0.018137,0.0125934,0.0001464
260000,0.027477,0.017418,0.0122378,0.0001455
260000,0.026365,0.015883,0.0128541,0.0001467
260000,0.025659,0.017426,0.0121154,0.0001462
260000,0.026436,0.016179,0.0127382,0.0001653
260000,0.026315,0.016035,0.012145,0.0001465
261000,0.030099,0.016449,0.0127052,0.0001469
261000,0.028110,0.016252,0.0123297,0.0001461
261000,0.025960,0.015788,0.012631,0.0001919
261000,0.025953,0.016017,0.0128125,0.0001475
261000,0.026235,0.016746,0.0124642,0.0001478
262000,0.028155,0.017386,0.0126821,0.0001486
262000,0.026681,0.015980,0.0120719,0.0005329
262000,0.026092,0.015909,0.0118666,0.000147
262000,0.026459,0.017791,0.0126919,0.000149
262000,0.026616,0.016022,0.0124469,0.0001466
263000,0.026959,0.018044,0.0127101,0.0001518
263000,0.027019,0.017517,0.0124215,0.0001486
263000,0.026193,0.016435,0.0132567,0.000214
263000,0.026209,0.015745,0.0125315,0.0001577
263000,0.026909,0.016998,0.0135973,0.0003439
264000,0.042282,0.019193,0.013266,0.0001548
264000,0.027116,0.016476,0.0121756,0.0001582
264000,0.026298,0.016200,0.0124499,0.0001411
264000,0.026998,0.017811,0.0132098,0.0001509
264000,0.026884,0.016051,0.0123439,0.0001527
265000,0.028337,0.017608,0.0132342,0.0001503
265000,0.026901,0.016407,0.0126517,0.0001496
265000,0.030036,0.017319,0.0124292,0.0001487
265000,0.026443,0.016579,0.0121961,0.0002698
265000,0.026503,0.017000,0.0123026,0.0001485
266000,0.030688,0.017047,0.0124808,0.0002442
266000,0.026477,0.016672,0.0125995,0.0001784
266000,0.026874,0.016110,0.012524,0.0001502
266000,0.029326,0.016752,0.0129748,0.0001494
266000,0.027981,0.016652,0.0125848,0.0001499
267000,0.027895,0.017118,0.0123706,0.0001495
267000,0.027079,0.017570,0.0123184,0.0001417
267000,0.028403,0.017217,0.0125054,0.00015
267000,0.026659,0.016390,0.0125206,0.0001572
267000,0.026719,0.016105,0.012475,0.000154
268000,0.028778,0.017636,0.0132182,0.0001626
268000,0.030534,0.017300,0.012573,0.0001432
268000,0.027102,0.016363,0.012731,0.0001503
268000,0.027597,0.019020,0.0124942,0.0001504
268000,0.029094,0.016810,0.0126048,0.0001558
269000,0.028484,0.017591,0.0127433,0.0001515
269000,0.026616,0.016346,0.0126409,0.0001917
269000,0.027240,0.017054,0.0126279,0.0001649
269000,0.029292,0.017375,0.0125896,0.000151
269000,0.027526,0.017074,0.0126224,0.0002241
270000,0.029635,0.017176,0.0125854,0.0001511
270000,0.029322,0.017389,0.0127244,0.0001658
270000,0.027359,0.017252,0.0125791,0.0001511
270000,0.027182,0.016379,0.0125698,0.0001514
270000,0.027004,0.016651,0.0125117,0.0003349
271000,0.030345,0.017201,0.0131481,0.0001535
271000,0.027730,0.019060,0.0131456,0.0002684
271000,0.027995,0.019141,0.01377,0.0002765
271000,0.029208,0.017114,0.0126713,0.000153
271000,0.027233,0.017003,0.0126625,0.0001521
272000,0.029390,0.017328,0.0139186,0.0001539
272000,0.030945,0.018852,0.0132292,0.0001544
272000,0.028387,0.017059,0.0132478,0.0002867
272000,0.027233,0.016461,0.0125034,0.0001613
272000,0.026850,0.016971,0.0132134,0.0001551
273000,0.030493,0.017108,0.0128077,0.0001535
273000,0.027746,0.017110,0.0130906,0.0001542
273000,0.027956,0.017275,0.0133651,0.0001854
273000,0.027350,0.019589,0.0129297,0.0001541
273000,0.028208,0.017967,0.0129446,0.0001541
274000,0.029585,0.017049,0.0130238,0.000154
274000,0.028858,0.017152,0.0129724,0.0001538
274000,0.027519,0.017187,0.0129926,0.0001472
274000,0.027916,0.016570,0.0131534,0.0001465
274000,0.027861,0.016698,0.0128338,0.0001457
275000,0.032882,0.017718,0.0128176,0.0001544
275000,0.028756,0.017431,0.0130057,0.0002452
275000,0.027824,0.017660,0.0127622,0.0001549
275000,0.032376,0.017859,0.0128879,0.0001544
275000,0.027701,0.016812,0.0127712,0.0001544
276000,0.030059,0.017361,0.0129928,0.0001556
276000,0.027821,0.017318,0.0138994,0.0001964
276000,0.028526,0.017766,0.0131568,0.0001641
276000,0.027836,0.016498,0.0127042,0.0001545
276000,0.028401,0.017337,0.014763,0.0001723
277000,0.030858,0.017097,0.0131616,0.0001549
277000,0.028296,0.017731,0.0128391,0.0001553
277000,0.028528,0.017163,0.0131309,0.0001562
277000,0.028676,0.017584,0.0146671,0.0003304
277000,0.029445,0.018574,0.0132276,0.0001701
278000,0.030553,0.017607,0.0137079,0.0001754
278000,0.028644,0.019531,0.0132783,0.0001568
278000,0.028372,0.016674,0.013129,0.0001568
278000,0.027770,0.016894,0.0131961,0.0001566
278000,0.028422,0.017909,0.0128581,0.0001557
279000,0.040897,0.017951,0.013052,0.0001486
279000,0.028619,0.017638,0.0130794,0.000157
279000,0.028405,0.017907,0.013521,0.0001563
279000,0.030605,0.018178,0.0135874,0.0001628
279000,0.028447,0.016790,0.0131137,0.0002583
280000,0.030914,0.017830,0.0134195,0.0002301
280000,0.028418,0.018272,0.0136505,0.0002551
280000,0.030462,0.018575,0.0130436,0.0001575
280000,0.028807,0.017680,0.0137179,0.0001572
280000,0.028934,0.018126,0.0143661,0.0001627
281000,0.031099,0.018165,0.0137059,0.0001588
281000,0.028888,0.017652,0.0130147,0.0001499
281000,0.029356,0.018055,0.0132279,0.0001913
281000,0.028571,0.020517,0.0134825,0.0001922
281000,0.029220,0.018360,0.013379,0.0001569
282000,0.030816,0.017779,0.0137121,0.0002189
282000,0.030400,0.018399,0.0137211,0.000276
282000,0.029484,0.018367,0.0132581,0.0001583
282000,0.029010,0.017890,0.0129055,0.0001503
282000,0.028731,0.017872,0.0131954,0.000205
283000,0.031563,0.018466,0.0136801,0.0001626
283000,0.028785,0.017747,0.0135071,0.0002375
283000,0.029101,0.018425,0.0150499,0.0001597
283000,0.029653,0.018624,0.0140217,0.0001615
283000,0.029259,0.018353,0.0136458,0.0001937
284000,0.031676,0.018028,0.0138018,0.0001612
284000,0.028353,0.019447,0.0132347,0.0001596
284000,0.029260,0.018660,0.0135256,0.0001603
284000,0.029174,0.018197,0.0135103,0.0001931
284000,0.028339,0.019220,0.0137148,0.0002236
285000,0.030927,0.018174,0.01403,0.0001913
285000,0.029886,0.018383,0.013301,0.0001596
285000,0.028380,0.016838,0.0142221,0.0001804
285000,0.030103,0.018513,0.0133925,0.0001706
285000,0.031233,0.018611,0.0134618,0.0002359
286000,0.032176,0.018127,0.0152233,0.0002794
286000,0.029549,0.018678,0.0134113,0.0002594
286000,0.029255,0.018708,0.0135337,0.0001611
286000,0.029318,0.018037,0.0134591,0.0001609
286000,0.029618,0.017879,0.0140369,0.0001721
287000,0.031468,0.018504,0.0141906,0.0001604
287000,0.029472,0.018868,0.0133108,0.0001618
287000,0.030245,0.018614,0.0136624,0.0001723
287000,0.030283,0.018067,0.0140056,0.0001641
287000,0.029407,0.018722,0.0136294,0.000162
288000,0.031712,0.018123,0.0136702,0.0001623
288000,0.031381,0.018742,0.0139327,0.0001618
288000,0.030262,0.018420,0.0137634,0.000204
288000,0.029903,0.018616,0.0135495,0.0001544
288000,0.031128,0.018555,0.0136304,0.0001621
289000,0.031622,0.018661,0.013347,0.0001543
289000,0.029849,0.018434,0.0137996,0.0001623
289000,0.029975,0.019511,0.0137468,0.000178
289000,0.031058,0.018751,0.0137076,0.0001622
289000,0.029438,0.018600,0.0136358,0.0001543
290000,0.032646,0.018423,0.0141215,0.0001632
290000,0.031917,0.018183,0.0135572,0.0001556
290000,0.029498,0.019338,0.0137893,0.0001631
290000,0.030087,0.019050,0.0142665,0.0002669
290000,0.031151,0.019005,0.0136668,0.0001628
291000,0.033122,0.018730,0.0137028,0.0001633
291000,0.029672,0.019108,0.0137754,0.000165
291000,0.029132,0.018970,0.0144511,0.0001875
291000,0.029718,0.019475,0.0139862,0.0001687
291000,0.029703,0.018056,0.0141109,0.0001686
292000,0.036795,0.018770,0.0141687,0.0002236
292000,0.029985,0.018716,0.0135799,0.0001554
292000,0.030190,0.019136,0.0146365,0.0001742
292000,0.030446,0.018912,0.0140755,0.0001645
292000,0.030899,0.019194,0.0140985,0.0001648
293000,0.032420,0.018360,0.013796,0.0001651
293000,0.032585,0.020623,0.0139448,0.0001667
293000,0.030290,0.019148,0.0143245,0.0001668
293000,0.030920,0.019816,0.0137707,0.0001651
293000,0.031697,0.019665,0.0138943,0.0001653
294000,0.033083,0.018985,0.013791,0.0001645
294000,0.030058,0.018407,0.0136935,0.0001565
294000,0.029938,0.018749,0.0233083,0.0003023
294000,0.041391,0.019156,0.0151187,0.0001663
294000,0.030031,0.018916,0.0138674,0.0002071
295000,0.032359,0.019077,0.013762,0.0001756
295000,0.030073,0.018758,0.0137879,0.0001671
295000,0.030508,0.018843,0.0144902,0.000177
295000,0.029102,0.018832,0.0139185,0.0001772
295000,0.031672,0.019139,0.0141896,0.0002131
296000,0.032643,0.018942,0.0160384,0.0001707
296000,0.029409,0.019286,0.0159321,0.0001672
296000,0.030149,0.019219,0.0138067,0.0001582
296000,0.029682,0.018726,0.0137015,0.0001579
296000,0.029557,0.019180,0.0140935,0.0001663
297000,0.034488,0.019168,0.0139041,0.0001582
297000,0.030267,0.019680,0.0146339,0.0002445
297000,0.030763,0.018996,0.0150504,0.0001936
297000,0.030825,0.018749,0.0140957,0.0001998
297000,0.032183,0.018951,0.0146376,0.0001664
298000,0.033067,0.018519,0.0137446,0.0002534
298000,0.030106,0.019784,0.0141605,0.0002152
298000,0.030464,0.019253,0.0138381,0.000202
298000,0.030988,0.020069,0.0143593,0.000168
298000,0.033188,0.020212,0.0140647,0.0002308
299000,0.032990,0.018984,0.0137188,0.00016
299000,0.030909,0.018703,0.0139478,0.0002502
299000,0.030065,0.019466,0.0157222,0.0001706
299000,0.030737,0.019520,0.0141253,0.0001677
299000,0.030915,0.019412,0.0144216,0.0001969
300000,0.034767,0.019151,0.0137793,0.0001591
300000,0.030744,0.018829,0.0144474,0.0002144
300000,0.030549,0.019501,0.013774,0.0001605
300000,0.031333,0.019211,0.0165453,0.0001705
300000,0.032159,0.019711,0.0139625,0.0001601
301000,0.032710,0.019083,0.0140405,0.0002099
301000,0.033444,0.021146,0.0146044,0.0002204
301000,0.033072,0.019333,0.0137503,0.0001801
301000,0.030357,0.019046,0.0143022,0.0001687
301000,0.030541,0.019125,0.013974,0.0001597
302000,0.034388,0.019734,0.0142614,0.0001695
302000,0.031745,0.019188,0.014364,0.0001708
302000,0.030778,0.022260,0.014779,0.0001698
302000,0.031018,0.019577,0.0144984,0.0001706
302000,0.030287,0.019651,0.0142672,0.0001608
303000,0.033233,0.019444,0.0146205,0.0001726
303000,0.032979,0.020136,0.0146711,0.0001814
303000,0.030598,0.019868,0.0142076,0.0001704
303000,0.030766,0.019138,0.0141875,0.0001612
303000,0.033058,0.020251,0.0143867,0.0001711
304000,0.033090,0.019312,0.0138435,0.0002106
304000,0.031266,0.019119,0.0145346,0.0001702
304000,0.033245,0.021081,0.0141435,0.0002047
304000,0.030841,0.019552,0.0139248,0.000181
304000,0.030951,0.019939,0.0143689,0.0001711
305000,0.033874,0.019322,0.0152839,0.0002196
305000,0.031668,0.020038,0.0143955,0.0001707
305000,0.030805,0.019336,0.0141067,0.0001623
305000,0.031577,0.019806,0.0147593,0.0001799
305000,0.031304,0.020014,0.0146374,0.000218
306000,0.033398,0.019887,0.0144248,0.000173
306000,0.034141,0.020723,0.014369,0.0002923
306000,0.031561,0.020192,0.0141429,0.0001922
306000,0.030711,0.019404,0.0141786,0.0001735
306000,0.031450,0.019457,0.0153725,0.000335
307000,0.033169,0.019722,0.0145192,0.0002031
307000,0.031529,0.020339,0.0145439,0.0002836
307000,0.032197,0.020411,0.0145866,0.0001724
307000,0.031264,0.019229,0.0148431,0.0001851
307000,0.034135,0.020030,0.0142789,0.0001739
308000,0.034693,0.019997,0.0148908,0.0001728
308000,0.032835,0.019965,0.014829,0.000173
308000,0.031099,0.019974,0.0147692,0.000173
308000,0.031979,0.022188,0.0150689,0.0001743
308000,0.033740,0.019870,0.0158092,0.000173
309000,0.033608,0.020265,0.0144569,0.000165
309000,0.032071,0.019926,0.015242,0.0002016
309000,0.033433,0.019796,0.014183,0.0001642
309000,0.031146,0.020057,0.0144719,0.0001753
309000,0.031893,0.020612,0.0147063,0.0001741
310000,0.034045,0.019768,0.0147762,0.0001646
310000,0.031881,0.020371,0.0147177,0.0001756
310000,0.031707,0.019671,0.0156515,0.0003066
310000,0.033493,0.020190,0.0149079,0.0001749
310000,0.031863,0.019895,0.0145521,0.0002402
311000,0.035214,0.020016,0.0148577,0.0001753
311000,0.032819,0.020355,0.0148079,0.0001745
311000,0.031399,0.019609,0.0149413,0.0002123
311000,0.033173,0.020801,0.0151439,0.0001878
311000,0.032420,0.020741,0.0151032,0.0001746
312000,0.034647,0.020056,0.0153983,0.0002206
312000,0.033395,0.021042,0.0150815,0.0001746
312000,0.032017,0.019545,0.0149042,0.0001748
312000,0.032001,0.021222,0.0145764,0.0001755
312000,0.032508,0.021318,0.015502,0.0001802
313000,0.036452,0.020340,0.0149638,0.0002053
313000,0.032317,0.020772,0.0148819,0.000176
313000,0.032112,0.022381,0.0148912,0.0001757
313000,0.031938,0.020686,0.014922,0.0001756
313000,0.032055,0.020353,0.0145456,0.0001671
314000,0.034149,0.021770,0.0154272,0.0001891
314000,0.031978,0.020531,0.0149507,0.0001794
314000,0.032433,0.020316,0.0146563,0.0001681
314000,0.033275,0.020500,0.0146993,0.000176
314000,0.031830,0.020843,0.0147707,0.0001686
315000,0.034265,0.020511,0.0149182,0.0003
315000,0.031414,0.020044,0.015598,0.0001785
315000,0.034254,0.020517,0.0155618,0.0001773
315000,0.031781,0.020209,0.0150393,0.0001915
315000,0.035391,0.020892,0.0163386,0.0001774
316000,0.034307,0.020863,0.0153082,0.0002241
316000,0.032309,0.020344,0.0146447,0.0001691
316000,0.033010,0.021914,0.0153351,0.0003109
316000,0.034275,0.020503,0.0149242,0.000434
316000,0.032563,0.020749,0.0153487,0.0002105
317000,0.035412,0.020580,0.0151095,0.0001785
317000,0.033086,0.020892,0.0166274,0.0001785
317000,0.036530,0.020717,0.0149352,0.0002873
317000,0.032713,0.021159,0.0160474,0.0001942
317000,0.033869,0.021836,0.0153611,0.0001783
318000,0.034577,0.020141,0.016952,0.0001848
318000,0.033488,0.020735,0.0154702,0.0002697
318000,0.032581,0.021956,0.0152775,0.0001785
318000,0.033919,0.020785,0.0160481,0.0001786
318000,0.035055,0.020986,0.0151993,0.0001781
319000,0.035504,0.021769,0.0155749,0.0001816
319000,0.032941,0.021640,0.0154415,0.0002581
319000,0.033367,0.021137,0.0153127,0.0001795
319000,0.033083,0.020926,0.0149298,0.0001791
319000,0.032484,0.020794,0.0150996,0.0001805
320000,0.037706,0.021159,0.0154234,0.0001825
320000,0.033571,0.021065,0.0155995,0.00019
320000,0.032866,0.022925,0.0154908,0.0001804
320000,0.033172,0.021101,0.0153354,0.0001801
320000,0.032818,0.021925,0.0152537,0.0001813
321000,0.034663,0.020546,0.0189871,0.0003756
321000,0.034700,0.021572,0.0153904,0.0001709
321000,0.032950,0.021468,0.0155901,0.0001812
321000,0.034371,0.021070,0.0161935,0.0003599
321000,0.035921,0.021269,0.0151424,0.0001912
322000,0.034692,0.021088,0.0146636,0.000182
322000,0.034315,0.020965,0.0148016,0.0001839
322000,0.037602,0.021373,0.0153339,0.0002134
322000,0.032989,0.021046,0.0157321,0.0003281
322000,0.034534,0.021839,0.0152428,0.0001926
323000,0.035801,0.021473,0.0153217,0.0001818
323000,0.033444,0.020892,0.0155638,0.0001997
323000,0.035817,0.021430,0.0153288,0.0002933
323000,0.033494,0.021263,0.0156599,0.000182
323000,0.033493,0.022894,0.0168196,0.0001865
324000,0.035523,0.020975,0.0153042,0.000173
324000,0.033346,0.021312,0.0168057,0.0002264
324000,0.033343,0.021795,0.0148045,0.000295
324000,0.033708,0.021959,0.0158798,0.0002195
324000,0.033296,0.021427,0.0159346,0.0001882
325000,0.035562,0.023557,0.0158325,0.0001819
325000,0.034058,0.021316,0.0156688,0.0002966
325000,0.033465,0.021241,0.0175854,0.0001996
325000,0.034102,0.021266,0.0161582,0.0001734
325000,0.033624,0.020485,0.0150762,0.0001725
326000,0.035217,0.020884,0.0156564,0.0001839
326000,0.039084,0.020995,0.0153153,0.0001744
326000,0.033443,0.021578,0.0156997,0.0001848
326000,0.033449,0.021886,0.0156545,0.0001888
326000,0.035278,0.020908,0.015548,0.0001836
327000,0.037510,0.021769,0.0156938,0.0002018
327000,0.033729,0.020877,0.0165937,0.000186
327000,0.033674,0.020891,0.015648,0.0001865
327000,0.033607,0.020839,0.0150644,0.0001825
327000,0.034831,0.021404,0.0154471,0.0001842
328000,0.041900,0.021367,0.0163466,0.0001841
328000,0.032864,0.021315,0.0162453,0.0001839
328000,0.033876,0.022511,0.0172741,0.0001844
328000,0.033469,0.021019,0.0162216,0.0002041
328000,0.034564,0.021162,0.0158379,0.0001743
329000,0.036766,0.020952,0.0159865,0.0004059
329000,0.035706,0.023410,0.0168089,0.0001852
329000,0.034400,0.021340,0.0161786,0.0001762
329000,0.037088,0.021640,0.0161279,0.0001745
329000,0.032924,0.021119,0.0165562,0.0001844
330000,0.035669,0.022278,0.0168182,0.0002733
330000,0.034332,0.027836,0.0213025,0.0001949
330000,0.044417,0.023192,0.0170644,0.0001849
330000,0.033487,0.021946,0.0167852,0.0002294
330000,0.034029,0.021539,0.0166957,0.0002219
331000,0.036006,0.021411,0.0164797,0.0001762
331000,0.034604,0.021094,0.0160567,0.000176
331000,0.033953,0.024109,0.0171788,0.0001893
331000,0.034358,0.021381,0.0162587,0.0002522
331000,0.035698,0.021865,0.0165615,0.0001855
332000,0.036256,0.020832,0.017025,0.0001918
332000,0.034420,0.020987,0.0171267,0.000375
332000,0.039276,0.021415,0.0163928,0.0002012
332000,0.035233,0.021179,0.016141,0.000186
332000,0.034152,0.021108,0.0176548,0.000201
333000,0.036343,0.021407,0.0165124,0.0002761
333000,0.033837,0.020830,0.0162508,0.0002262
333000,0.033701,0.021634,0.0167918,0.0001881
333000,0.034425,0.021472,0.018166,0.0004571
333000,0.034240,0.021129,0.0167096,0.0001976
334000,0.039267,0.021483,0.016788,0.0002331
334000,0.034446,0.020811,0.0162602,0.000178
334000,0.034814,0.021462,0.0163127,0.0001865
334000,0.034984,0.021666,0.0180341,0.0003868
334000,0.033775,0.021355,0.0163367,0.0001775
335000,0.035804,0.021854,0.0174948,0.0001993
335000,0.034611,0.021569,0.0157817,0.0001778
335000,0.034696,0.021894,0.0160813,0.0002655
335000,0.034650,0.021708,0.0159048,0.0001885
335000,0.034257,0.021877,0.0169461,0.0001898
336000,0.037288,0.021676,0.0163619,0.0001787
336000,0.034432,0.022871,0.0166706,0.0002041
336000,0.034836,0.021847,0.0169596,0.0002651
336000,0.034171,0.021815,0.0165402,0.0003226
336000,0.035115,0.022194,0.0177601,0.0003805
337000,0.037294,0.022191,0.0168207,0.0002039
337000,0.034608,0.021690,0.0167421,0.000203
337000,0.036338,0.022488,0.0166067,0.0002013
337000,0.034852,0.021980,0.0166145,0.0002521
337000,0.034378,0.021607,0.0164133,0.0001892
338000,0.037463,0.021958,0.017046,0.0001913
338000,0.038202,0.022592,0.0167458,0.0001904
338000,0.035212,0.021833,0.0180328,0.0001898
338000,0.035385,0.022151,0.0163344,0.0001804
338000,0.034639,0.021954,0.0168168,0.0001922
339000,0.036943,0.022078,0.0200426,0.0004062
339000,0.035655,0.022191,0.0167198,0.0001905
339000,0.036485,0.022344,0.0160403,0.0001816
339000,0.035566,0.022657,0.0164916,0.0001803
339000,0.034714,0.021585,0.016768,0.0001923
340000,0.036771,0.023138,0.0170591,0.000213
340000,0.034703,0.021478,0.0167078,0.0001917
340000,0.036922,0.022886,0.0168368,0.0001897
340000,0.036293,0.021800,0.0190547,0.0002057
340000,0.034672,0.021651,0.0164833,0.0001826
341000,0.037212,0.021639,0.0166289,0.0002502
341000,0.034782,0.022192,0.0177022,0.0001972
341000,0.035807,0.022310,0.0166211,0.0002374
341000,0.034798,0.022065,0.0171693,0.0002286
341000,0.037019,0.022602,0.0171978,0.0002008
342000,0.037792,0.021807,0.0171031,0.0002099
342000,0.035143,0.022329,0.0169113,0.0002027
342000,0.035938,0.022338,0.0170644,0.0002022
342000,0.038045,0.022942,0.0168012,0.0001948
342000,0.035340,0.022546,0.0186842,0.0001925
343000,0.037474,0.022450,0.0170043,0.0001943
343000,0.035554,0.022022,0.0166099,0.0003314
343000,0.035363,0.022120,0.0194126,0.0001946
343000,0.036597,0.022177,0.0167714,0.0001924
343000,0.035873,0.022440,0.0170821,0.0001841
344000,0.038659,0.022481,0.016911,0.0001942
344000,0.034912,0.021957,0.0169008,0.0001949
344000,0.036222,0.022462,0.0171041,0.0001935
344000,0.035239,0.022146,0.0179793,0.000246
344000,0.035791,0.022429,0.0171345,0.0002037
345000,0.040122,0.021939,0.0174293,0.000195
345000,0.036217,0.022825,0.0174814,0.0001953
345000,0.036255,0.022356,0.0167394,0.000195
345000,0.035456,0.022781,0.0164615,0.0001935
345000,0.036982,0.023013,0.0172561,0.0001947
346000,0.038142,0.024495,0.0177662,0.000196
346000,0.036242,0.022208,0.0170149,0.0001847
346000,0.036063,0.022758,0.0172544,0.0001957
346000,0.035943,0.022874,0.0171113,0.0001946
346000,0.036294,0.024670,0.0180103,0.0001964
347000,0.038274,0.021712,0.0163582,0.0001864
347000,0.039359,0.022757,0.0168331,0.0001879
347000,0.036664,0.022457,0.0163615,0.0002256
347000,0.035255,0.022014,0.0164819,0.0001871
347000,0.043018,0.021783,0.0170545,0.0002001
348000,0.038735,0.022937,0.0174791,0.0002135
348000,0.035982,0.023815,0.0172364,0.0001969
348000,0.036263,0.022152,0.0166046,0.0001942
348000,0.036814,0.022422,0.0164573,0.0001895
348000,0.036886,0.022402,0.0174251,0.0001949
349000,0.038208,0.024025,0.0179939,0.0001978
349000,0.037000,0.023645,0.0190749,0.0003026
349000,0.037688,0.022956,0.0174714,0.0001964
349000,0.035315,0.022799,0.0175113,0.0001968
349000,0.036700,0.022664,0.0179031,0.0002583
350000,0.039263,0.022896,0.019222,0.0002047
350000,0.035802,0.021783,0.0169819,0.0001877
350000,0.037082,0.023849,0.0168561,0.0001864
350000,0.035932,0.022252,0.0169561,0.0001868
350000,0.036644,0.022590,0.0171914,0.000209
351000,0.038617,0.022535,0.0176726,0.0001988
351000,0.038019,0.023471,0.0177308,0.0001989
351000,0.037985,0.022857,0.0172745,0.0001884
351000,0.035664,0.022816,0.0170752,0.0001872
351000,0.035661,0.023762,0.0173385,0.0002088
352000,0.039713,0.023259,0.0169793,0.0001885
352000,0.037079,0.024005,0.0183051,0.000317
352000,0.037409,0.022371,0.0182841,0.0002009
352000,0.036951,0.022741,0.0165048,0.0001872
352000,0.037003,0.022245,0.0169057,0.0001993
353000,0.039057,0.023188,0.017775,0.0002097
353000,0.037062,0.024614,0.0174392,0.0001997
353000,0.036856,0.023364,0.0181741,0.0002926
353000,0.038898,0.023093,0.0171838,0.0001879
353000,0.036659,0.023373,0.0179569,0.0002153
354000,0.038281,0.022998,0.0177679,0.0002075
354000,0.039510,0.023150,0.0175546,0.0003059
354000,0.038017,0.024867,0.0172367,0.0002143
354000,0.037829,0.023541,0.0181415,0.0002202
354000,0.039757,0.023731,0.0176122,0.0002
355000,0.038828,0.022762,0.0186352,0.0002103
355000,0.035482,0.023474,0.017742,0.0002004
355000,0.039085,0.023105,0.017598,0.0002101
355000,0.037055,0.025013,0.0176638,0.0002172
355000,0.037269,0.022980,0.0168912,0.0001904
356000,0.039164,0.022951,0.0178974,0.0003098
356000,0.043843,0.023007,0.0174007,0.000201
356000,0.038079,0.023210,0.0177062,0.0002148
356000,0.040252,0.025103,0.017948,0.0002033
356000,0.037094,0.023488,0.0174109,0.0001911
357000,0.039182,0.023017,0.0176718,0.0002013
357000,0.036862,0.022808,0.0172567,0.0001986
357000,0.037450,0.025218,0.0181901,0.0002048
357000,0.037758,0.023514,0.0177082,0.0003862
357000,0.037011,0.022819,0.0173319,0.0002007
358000,0.039014,0.022857,0.0169901,0.0001904
358000,0.037142,0.022735,0.0188117,0.000295
358000,0.036901,0.023318,0.0174889,0.0002021
358000,0.038184,0.024638,0.0178024,0.0002022
358000,0.038997,0.023799,0.0171973,0.000193
359000,0.039547,0.022967,0.0178723,0.0002091
359000,0.036632,0.022604,0.0174674,0.000202
359000,0.036777,0.023021,0.0174313,0.0002021
359000,0.038405,0.024298,0.0177869,0.0002023
359000,0.038275,0.024843,0.0176344,0.0002798
360000,0.039603,0.022602,0.0173212,0.0001942
360000,0.037362,0.023312,0.0182546,0.0002842
360000,0.040581,0.023367,0.01729,0.0002408
360000,0.037163,0.023445,0.0185003,0.0002461
360000,0.039245,0.024348,0.0181137,0.0002029
361000,0.040113,0.023105,0.0177682,0.0002038
361000,0.038340,0.023898,0.0171827,0.0001924
361000,0.036775,0.022630,0.0172477,0.0001922
361000,0.039950,0.023595,0.0179453,0.0002051
361000,0.037973,0.023344,0.0201148,0.0002102
362000,0.045142,0.023354,0.0174715,0.0002755
362000,0.037181,0.024043,0.0177012,0.0002038
362000,0.041701,0.027887,0.0180564,0.0002035
362000,0.038346,0.023668,0.0181273,0.0002038
362000,0.037707,0.025221,0.0188856,0.0002062
363000,0.039572,0.024460,0.018228,0.0002043
363000,0.038644,0.023505,0.0182275,0.000194
363000,0.037929,0.023955,0.0178822,0.0002185
363000,0.038856,0.025693,0.0180877,0.0002069
363000,0.038224,0.023639,0.0182094,0.0002054
364000,0.041009,0.023311,0.0181195,0.0002662
364000,0.037590,0.023170,0.0173445,0.0003116
364000,0.037877,0.023725,0.0205085,0.0002519
364000,0.037560,0.023371,0.01758,0.0002198
364000,0.037724,0.023210,0.0174037,0.0002072
365000,0.040120,0.023744,0.0188575,0.0002065
365000,0.037955,0.023728,0.0182011,0.0002059
365000,0.039197,0.023940,0.0181096,0.0002057
365000,0.038724,0.023707,0.0192971,0.0002492
365000,0.038683,0.024264,0.0183343,0.0002799
366000,0.041646,0.023955,0.0179525,0.0002064
366000,0.038839,0.023494,0.0179499,0.0002071
366000,0.039265,0.023527,0.0182755,0.0002217
366000,0.039513,0.023779,0.0179295,0.0002058
366000,0.037841,0.023810,0.0179065,0.0002063
367000,0.042485,0.024166,0.0179099,0.0002079
367000,0.038223,0.023781,0.0179592,0.0002072
367000,0.037732,0.023783,0.0178173,0.0001961
367000,0.038596,0.024622,0.018186,0.0002428
367000,0.043617,0.024324,0.0186397,0.0003008
368000,0.042867,0.023683,0.0182232,0.0002509
368000,0.038458,0.024233,0.0181029,0.0002076
368000,0.038963,0.023866,0.018576,0.0002215
368000,0.046220,0.025024,0.0186899,0.0002107
368000,0.038292,0.024471,0.017885,0.000207
369000,0.043366,0.023934,0.0186315,0.0002083
369000,0.038678,0.024250,0.0183308,0.0002073
369000,0.039221,0.024648,0.0185964,0.000212
369000,0.038801,0.024278,0.0181304,0.0002079
369000,0.040237,0.024253,0.0182153,0.000197
370000,0.041336,0.024029,0.0181019,0.0003023
370000,0.038158,0.023676,0.0182427,0.0001975
370000,0.038953,0.024417,0.0188999,0.0002146
370000,0.045904,0.023783,0.0187146,0.0002088
370000,0.041290,0.024465,0.0183333,0.000208
371000,0.041848,0.024444,0.0183872,0.0002105
