num__items,c__quicksort,cpp__quicksort,rust__sort,rust__unstable_sort
84000,0.008552,0.004817,0.0039401,0.0000486
85000,0.008504,0.004854,0.0041523,0.000052
85000,0.008076,0.005443,0.0041065,0.0000478
85000,0.008487,0.004919,0.0038096,0.0000477
85000,0.007851,0.004934,0.0037684,0.0000492
85000,0.009490,0.005145,0.0038866,0.0000497
86000,0.008014,0.005230,0.004345,0.0000816
86000,0.008311,0.005319,0.003724,0.0000539
86000,0.008345,0.005064,0.0040532,0.0000486
86000,0.008041,0.004808,0.0038455,0.0000483
86000,0.008361,0.004790,0.003686,0.0000483
87000,0.009343,0.006157,0.0036852,0.0000491
87000,0.009044,0.005041,0.003961,0.000049
87000,0.008369,0.004925,0.0038754,0.0000787
87000,0.008572,0.005093,0.0038722,0.0000489
87000,0.008728,0.004833,0.0039625,0.0000488
88000,0.008317,0.004937,0.0048769,0.0000497
88000,0.009595,0.005396,0.0037518,0.0000497
88000,0.008407,0.005462,0.0039117,0.0000494
88000,0.009796,0.004948,0.0039007,0.0000495
88000,0.008755,0.005366,0.0048401,0.0000513
89000,0.010214,0.005127,0.0039302,0.0000514
89000,0.009048,0.005250,0.0038348,0.0000502
89000,0.008670,0.005144,0.0040642,0.0000501
89000,0.008832,0.005101,0.0039788,0.0000501
89000,0.008819,0.005070,0.0040218,0.00005
90000,0.008962,0.006127,0.0041461,0.0000778
90000,0.008824,0.005488,0.0039472,0.0000506
90000,0.009250,0.005158,0.0040198,0.0000505
90000,0.008737,0.005120,0.0039824,0.0000505
90000,0.009163,0.005182,0.0039591,0.0000509
91000,0.008588,0.005991,0.0042767,0.0000512
91000,0.008991,0.005208,0.0053309,0.0000524
91000,0.008868,0.005482,0.0041084,0.0000513
91000,0.008777,0.005208,0.0039634,0.0000511
91000,0.009132,0.005280,0.0040889,0.0000645
92000,0.008400,0.005421,0.005324,0.0001217
92000,0.009055,0.005685,0.0050075,0.0000543
92000,0.009134,0.005201,0.0045872,0.0000524
92000,0.009008,0.005564,0.0040589,0.0000517
92000,0.009160,0.005211,0.0043299,0.000052
93000,0.008930,0.006278,0.0041405,0.0000551
93000,0.009121,0.005519,0.0045737,0.0000539
93000,0.009332,0.005488,0.0040311,0.0000537
93000,0.008819,0.006194,0.0042593,0.0000527
93000,0.009157,0.005407,0.0041706,0.0000523
94000,0.009984,0.005528,0.0042289,0.0000545
94000,0.009094,0.005515,0.0041762,0.000054
94000,0.009213,0.005379,0.0045235,0.000068
94000,0.009211,0.005521,0.0042021,0.0000543
94000,0.008875,0.005423,0.0045363,0.0000735
95000,0.008985,0.005382,0.0043176,0.0000536
95000,0.009807,0.006269,0.0042405,0.000055
95000,0.010033,0.005471,0.0042741,0.0000552
95000,0.009874,0.005319,0.0045567,0.0000923
95000,0.008999,0.005864,0.0044715,0.0000536
96000,0.011210,0.005677,0.0046152,0.0000543
96000,0.009146,0.005809,0.0048685,0.0000556
96000,0.009010,0.005584,0.0043271,0.0000896
96000,0.009370,0.005597,0.0042685,0.0000543
96000,0.009221,0.005559,0.0043755,0.000076
97000,0.009026,0.005806,0.00433,0.0000544
97000,0.010637,0.005736,0.0042593,0.0000564
97000,0.009582,0.005573,0.0048458,0.000055
97000,0.008968,0.006089,0.0045691,0.0000788
97000,0.010964,0.005623,0.0041833,0.0000544
98000,0.011676,0.005637,0.0042598,0.0000549
98000,0.009740,0.005706,0.004348,0.0000553
98000,0.009290,0.005637,0.0044184,0.0001286
98000,0.009704,0.005817,0.0044764,0.0000553
98000,0.009365,0.005706,0.0042762,0.0000555
99000,0.009179,0.006032,0.0043373,0.0000647
99000,0.010851,0.005749,0.0043522,0.0000557
99000,0.009550,0.005589,0.0044808,0.0000578
99000,0.009691,0.005911,0.0048347,0.0001308
99000,0.011094,0.006161,0.0043397,0.0000556
100000,0.011556,0.005684,0.004776,0.0000612
100000,0.009506,0.005913,0.0046327,0.0000561
100000,0.009463,0.005979,0.0045847,0.0001007
100000,0.009679,0.005757,0.0044261,0.000056
100000,0.010094,0.005872,0.0050724,0.0000569
101000,0.009557,0.006430,0.0046004,0.0000733
101000,0.010404,0.006094,0.0045433,0.0000568
101000,0.010274,0.006221,0.004549,0.000057
101000,0.009594,0.005922,0.0051966,0.0000571
101000,0.009940,0.005627,0.0044479,0.0000685
102000,0.011294,0.006716,0.0048509,0.0000596
102000,0.009722,0.005931,0.0043225,0.0000576
102000,0.010574,0.006748,0.0047431,0.0000599
102000,0.010363,0.005983,0.0046977,0.0000572
102000,0.009669,0.006158,0.0051908,0.0000583
103000,0.009984,0.005848,0.005663,0.0000595
103000,0.010679,0.005894,0.0047021,0.0000581
103000,0.009911,0.006064,0.0051295,0.0000743
103000,0.009721,0.006195,0.0051773,0.000094
103000,0.010488,0.005875,0.0044219,0.0000578
104000,0.010903,0.006306,0.0049708,0.000126
104000,0.011621,0.006468,0.0048817,0.0000592
104000,0.009966,0.006028,0.004582,0.0000605
104000,0.010016,0.006091,0.0048337,0.0000589
104000,0.009881,0.006019,0.0054041,0.0000593
105000,0.009687,0.005943,0.0055774,0.0000767
105000,0.010958,0.005992,0.0050775,0.0000599
105000,0.010099,0.006208,0.0049476,0.0000589
105000,0.010832,0.006173,0.0050194,0.0000591
105000,0.010916,0.006073,0.0047216,0.000059
106000,0.011514,0.006445,0.0052609,0.0000621
106000,0.010474,0.006214,0.0046661,0.0000597
106000,0.010897,0.006208,0.0049866,0.0000716
106000,0.009989,0.006204,0.0046543,0.0000598
106000,0.010293,0.006162,0.0054157,0.0000598
107000,0.010108,0.006211,0.0046512,0.0000568
107000,0.012238,0.006571,0.0046034,0.00006
107000,0.010358,0.006018,0.0048804,0.0000602
107000,0.010326,0.006084,0.0054602,0.0000604
107000,0.010323,0.007839,0.0049541,0.00006
108000,0.012218,0.006576,0.0047172,0.0000607
108000,0.010528,0.006647,0.0047982,0.0000605
108000,0.010445,0.006553,0.0051339,0.0000612
108000,0.013519,0.007132,0.0050022,0.0000641
108000,0.010308,0.007235,0.0049077,0.0000607
109000,0.010368,0.006411,0.005808,0.0000622
109000,0.011047,0.006445,0.004974,0.0000616
109000,0.010629,0.006408,0.0048753,0.000075
109000,0.010413,0.006245,0.0049521,0.0000658
109000,0.010492,0.006275,0.0048441,0.0000633
110000,0.012344,0.006657,0.0050569,0.0000619
110000,0.010784,0.006564,0.0053865,0.0000627
110000,0.010693,0.006658,0.0051356,0.0000622
110000,0.010474,0.006500,0.0047933,0.0001099
110000,0.010572,0.006495,0.0052535,0.0001458
111000,0.011060,0.006501,0.0053529,0.0001229
111000,0.011856,0.006443,0.0053304,0.0000635
111000,0.010838,0.006364,0.0050234,0.0000644
111000,0.010538,0.006483,0.0048595,0.0000629
111000,0.011603,0.006864,0.00492,0.0000622
112000,0.011963,0.006647,0.0049653,0.0000645
112000,0.011400,0.006518,0.0049182,0.0000668
